parcel_id,building_no,Total Rooms,Year Built,Building SF,Energy Adj,Roughins,Bedrooms,Effect Age,Quality,Bsmt Wall,Plumb Fixt,Full Baths,Condition,Style,Bsmt SF,Fireplaces,Half Baths,Phys Depr,Design,Bsmt Fin,Porch,Kitchens,Funct Depr,Bldg Type,Bsmt Fin SF,Gar/Shed,Econ Depr,Notes
0020016,2,3,1991,1224.00,Average,1,1,35,3.25,No Data,5,1,Average,1.5 Fin,,,,24,1.5 Sty,,,1,,Single,,320,,
0020017,1,7,2001,3373.00,Good,1,4,25,5.25,Conc 8in,16,3,Average,2 Story,1614,1,1,19,Two Story,1,196,1,,Single,,650,,
0020018,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
002002,1,6,1978,1696.00,Average,1,3,48,3.25,Conc 8in,8,2,Fair/Avg,1.5 Fin,750,1,,36,1.5 Sty,1,408,1,,Single,,300,,
0020021,1,6,1992,1747.00,Good,1,3,34,4.00,Conc 8in,8,2,Avg/Good,1 Story,1008,1,,19,One Story,1,1345,1,,Single,,440,,
002002101,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
002002102,1,4,2015,3134.00,Good,1,3,11,6.00,Conc 8in,14,2,Average,1.5 Fin,2209,1,2,11,1.5 Sty,4,811,1,,Single,1113,728,,
0020022,1,11,1890,2865.00,Average,3,6,70,4.00,Stone,16,3,Average,1.5 Fin,936,1,,40,1.5 Sty,1,162,3,,Single,,1536,,
0020024,1,8,1981,2682.00,Good,1,4,45,4.00,Conc 8in,13,3,Good,1.5 Fin,864,1,,18,1.5 Sty,1,56,2,,Single,,816,,
0020025,1,5,1967,2569.00,Good,1,3,59,3.50,Conc 8in,8,2,Good,1.5 Fin,924,1,,24,1.5 Sty,1,708,1,,Single,,,,
0020026,1,5,1950,1612.00,Average,1,2,76,3.25,Blk 8in,5,1,Good,1.5 Fin,876,,,30,1.5 Sty,3,413,1,,Single,,,,
0020027,1,5,1976,1232.00,Average,1,3,50,2.75,No Data,5,1,Fair,1.5 Fin,,,,44,CapeCod,,54,1,,Single,,,,
0020028,1,11,1973,2204.00,Average,1,3,53,3.00,Conc 8in,8,2,Fair/Avg,1.5 Fin,896,1,,39,1.5 Sty,4,379,1,,Single,836,1420,,
0020029,1,8,1976,1556.00,Good,1,4,50,3.00,Conc 8in,10,2,Average,2 Story,768,,1,30,Two Story,4,656,1,,Single,528,,,
002003,1,,,2432.00,No Data,,,,1.00,No Data,,,No Data,No Data,1392,,,,No Data,,,,,No Data,,,,
0020031,1,9,1900,2980.00,Average,1,5,70,4.50,Conc 8in,15,3,Good,2 Story,520,1,2,28,Two Story,1,651,1,,Single,,,,
0020032,1,8,2006,2912.00,Average,1,4,20,5.00,Conc 8in,11,2,Average,2.5 Fin,1120,1,1,17,Colonial,4,344,1,,Single,1020,,,
0020034,1,5,1900,1393.00,Average,1,2,70,3.25,Stone,7,1,Avg/Good,1.5 Fin,840,,1,32,CapeCod,6,,1,,Single,,,,
0020035,1,9,1900,2532.00,Average,1,5,70,3.50,Stone,9,2,Average,1.5 Fin,1368,,,40,CapeCod,6,765,2,,Single,,,,
0020036,1,,,,No Data,,,,1.00,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
002003601,1,9,1997,3582.00,Average,1,3,29,4.50,Conc 8in,14,3,Avg/Good,1.5 Fin,1882,1,1,17,1.5 Sty,1,806,1,,Single,,480,,
0020037,1,13,1988,7349.00,Average,1,7,38,6.00,No Data,34,8,Avg/Good,2.5 Fin,,1,1,20,Contemp,,1377,1,,Single,,672,,
002003701,1,6,2021,3006.00,Good,1,3,5,4.50,No Data,10,2,Average,1.5 Fin,,,,5,1.5 Sty,,128,1,,Single,,,,
002003702,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0020039,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
002003901,1,6,1960,2947.00,Good,1,3,66,3.50,Conc 8in,11,3,Good,1.5 Fin,189,,,26,1.5 Sty,,1063,1,,Single,,,,
002004,1,,,,No Data,,,,1.00,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0020041,1,6,1986,1500.00,Average,1,2,40,3.25,Conc 8in,7,1,Avg/Good,1.5 Fin,945,,1,21,Log,1,408,1,,Single,,,,
0020042,1,10,1850,3434.00,Average,1,5,80,3.50,Stone,8,2,Fair/Avg,1.5 Fin,1092,1,,52,1.5 Sty,1,540,1,,Single,,,,
0020043,1,9,2001,4458.00,Good,1,3,25,5.50,Conc 8in,20,4,Average,2 Story,1464,2,1,19,Contemp,3,1314,1,,Single,1203,724,,
0020044,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0030001,1,8,1985,3815.00,Good,1,4,41,5.00,Conc 8in,14,3,Avg/Good,1.5 Fin,354,1,,21,Contemp,,570,1,,Single,,,,
0030001,2,2,2017,308.00,Average,,1,9,4.00,No Data,5,1,Average,1 Story,,,,11,One Story,,,1,,Camp,,,,
0030002,1,8,1800,1205.00,Average,1,3,80,3.25,Stone,5,1,Average,1.5 Fin,300,,,45,CapeCod,1,75,1,,Single,,,,
0030003,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,CapeCod,,,,,No Data,,,,
0030004,1,6,2007,1990.00,Good,1,2,19,4.00,No Data,8,1,Average,2 Story,,,1,17,Contemp,,195,1,,Single,,360,,
0030005,1,7,1840,1628.00,Average,1,3,80,3.50,Stone,8,1,Avg/Good,1.5 Fin,1019,,1,36,CapeCod,6,144,1,,Single,,,,
0030006,1,12,2004,2092.00,Good,1,3,22,4.00,No Data,10,2,Good,1.5 Fin,,1,1,12,CapeCod,,344,1,,Single,,,,
0030007,1,7,1923,2060.00,Average,1,3,60,4.00,Conc 8in,10,2,Good,2 Story,1121,,1,24,CapeCod,1,564,1,,Single,,,,
0030008,1,4,1992,2401.00,Good,1,3,34,4.50,Conc 8in,13,3,Avg/Good,1.5 Fin,534,2,1,19,CapeCod,4,669,1,,Single,534,,,
0030009,1,8,1800,2217.00,Average,1,5,70,3.75,Stone,8,2,Average,1.5 Fin,572,1,,40,Colonial,1,566,1,,Single,,572,,
003001,1,6,1964,2686.00,Average,1,3,62,3.50,Conc 8in,8,2,Average,1.5 Fin,297,,,36,A-Frame,1,404,1,,Single,,,,
0030011,1,5,2010,2383.00,Good,1,3,16,4.00,Conc 8in,13,3,Avg/Good,1.5 Fin,1453,,1,12,CapeCod,1,865,1,,Single,,,,
0030012,1,5,1985,1247.00,Average,1,2,41,3.25,Conc 8in,8,2,Average,1.5 Fin,815,1,,26,Contemp,1,606,1,,Single,,,,
003001201,1,6,1984,1316.00,Average,1,3,42,3.00,Conc 8in,8,2,Average,1.5 Fin,768,,,27,CapeCod,,268,1,,Single,,,,
0030013,1,5,1960,836.00,Average,1,3,66,3.00,Blk 6in,8,2,Average,1 Story,836,,,38,Saltbox,4,690,1,,Single,750,,,
0030014,1,5,1960,1358.00,Average,1,4,66,3.25,Blk 6in,11,3,Good,BiLev (SF),1212,2,,26,BiLevel,4,382,1,,Single,1152,,,
0030015,1,4,1977,1410.00,Average,1,2,49,3.25,Conc 8in,7,1,Avg/Good,1.5 Fin,512,,1,24,Contemp,1,352,1,,Single,,,,
003001501,1,3,2004,768.00,Good,1,3,22,3.00,Conc 8in,10,2,Average,1 Story,922,,,18,One Story,4,194,2,,Single,490,,,
003001502,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0030016,1,8,1982,1320.00,Average,1,4,44,3.25,Conc 8in,8,2,Average,1 Story,1320,1,,27,Log,4,140,1,,Single,1260,,,
003001601,1,4,1982,1320.00,Average,1,2,44,3.00,Conc 8in,8,2,Average,1 Story,1320,1,,27,Log,3,240,1,,Single,660,,,
0030017,1,6,1815,1632.00,Average,1,3,80,3.25,No Data,12,2,Avg/Good,1.5 Fin,,,1,36,Colonial,,232,1,,Single,,912,,
003001702,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0030019,1,9,1973,1434.00,Average,1,3,53,3.25,Conc 8in,11,2,Average,1.5 Fin,783,1,,31,1.5 Sty,4,442,1,,Single,546,484,,
003002,1,6,1968,832.00,Average,1,4,58,3.00,Conc 8in,5,2,Average,1 Story,672,1,,34,Ranch,5,328,2,,Single,672,,,
0030021,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0030022,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0030024,1,6,1987,2666.00,Average,1,3,39,3.50,Conc 8in,11,2,Average,2.5 Fin,546,,,25,Contemp,1,550,1,,Single,,,,
0030025,1,6,1971,3067.00,Average,1,3,55,4.50,Conc 8in,11,2,Avg/Good,2.5 Fin,600,1,1,26,Contemp,1,698,1,,Single,,,,
003002501,1,8,1995,2508.00,Average,1,3,31,4.50,Conc 8in,12,3,Average,1.5 Fin,1204,2,,22,CapeCod,4,1268,1,,Single,668,,,
003002502,1,5,2017,1331.00,Good,1,3,9,4.50,Conc 8in,10,2,Average,1.5 Fin,902,,1,9,1.5 Sty,,612,1,,Single,,,,
003002503,1,5,1997,2160.00,Average,1,2,29,4.50,Conc 8in,10,2,Avg/Good,1.5 Fin,1464,,1,17,CapeCod,1,568,1,,Single,,624,,
003002505,1,11,1988,3519.00,Average,1,4,38,5.50,Conc 8in,22,5,Avg/Good,1.5 Fin,2359,1,2,20,Contemp,4,286,1,,Single,2205,648,,
0030026,1,6,1973,1716.00,Average,1,4,53,3.50,Conc 8in,8,2,Avg/Good,1.5 Fin,1120,1,,26,CapeCod,4,540,1,,Single,518,,,
0030029,1,8,1989,1877.00,Average,1,2,37,4.50,Conc 8in,10,2,Average,1.5 Fin,898,1,1,24,Contemp,4,878,1,,Single,898,529,,
0030029,2,2,2000,1007.00,Good,1,2,26,3.00,No Data,5,1,Average,1.5 Fin,,,,20,1.5 Sty,,,1,,Single,,,,
003003,1,7,1968,1536.00,Average,1,3,58,3.25,No Data,8,2,Avg/Good,1.5 Fin,,1,,27,Contemp,,432,1,,Single,,,,
0030031,1,5,2009,1388.00,Good,1,2,17,4.00,Conc 8in,10,2,Average,1.5 Fin,1008,,,16,Modular,4,524,1,,Single,800,,,
0030031,2,2,2005,1008.00,Good,1,1,21,3.00,Conc 8in,5,1,Average,1.5 Fin,560,,,18,1.5 Sty,1,,1,,Single,,,,
0030032,1,5,1979,1562.00,Average,1,4,47,3.25,No Data,8,2,Avg/Good,1.5 Fin,,,,23,CapeCod,1,214,1,,Single,,,,
0030033,1,7,1800,1408.00,Average,1,4,80,3.25,Stone,5,1,Average,1.5 Fin,800,,,45,CapeCod,6,207,1,,Single,,,,
0030034,1,8,1981,3853.00,Good,1,4,45,5.25,No Data,14,2,Avg/Good,2 Story,,,1,23,Contemp,,1009,1,,Single,,324,,
0030035,1,6,1980,1248.00,Average,1,3,46,3.00,Conc 8in,8,2,Average,1.5 Fin,768,,,28,Saltbox,1,342,1,,Single,,,,
0030036,1,4,1982,1824.00,Average,1,3,44,3.25,Conc 8in,5,1,Average,1.5 Fin,912,,,27,Log,1,304,1,,Single,,,,
0030037,1,7,1966,2640.00,Average,1,4,60,4.00,Conc 8in,12,3,Good,1 Story,756,1,,24,Ranch,2,860,1,,Single,690,520,,
003003701,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0030038,1,3,1966,842.00,Average,1,1,60,3.00,Conc 8in,5,1,Average,1.5 Fin,633,,,35,Log,1,264,1,,Single,,,,
003003801,1,8,2003,2728.00,Good,1,5,23,5.00,Conc 8in,17,4,Average,1.5 Fin,1688,1,1,18,Colonial,4,533,1,,Single,1506,676,,
0030039,1,4,1962,1133.00,Average,1,2,64,3.00,Conc 8in,7,1,Avg/Good,1.5 Fin,928,1,1,30,Chalet,3,174,1,,Single,880,,,
0030041,1,7,1962,1976.00,Average,1,3,64,3.25,Conc 8in,11,3,Good,1 Story,1948,2,,26,Ranch,1,224,1,,Single,,,,
0030042,1,5,1998,1280.00,Average,1,2,28,2.75,Conc 6in,7,1,Fair/Avg,1.5 Fin,720,,1,26,1.5 Sty,2,160,1,,Single,110,,,
0030046,1,5,1968,1772.00,Good,1,2,58,3.25,Conc 8in,8,2,Avg/Good,1.5 Fin,896,,,27,Ranch,1,,1,,Single,,380,,
0030047,1,7,1970,2510.00,Average,1,5,56,3.25,Conc 8in,8,2,Avg/Good,2 Story,967,1,,26,Two Story,1,741,1,,Single,,,,
003004701,1,6,1999,3024.00,Average,1,4,27,3.50,Conc 8in,12,3,Average,2.5 Fin,1296,1,,20,2.5 Story,,568,2,,Single,,,,
0030049,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0030051,1,7,1967,1680.00,Average,1,4,59,3.00,Blk 8in,5,1,Fair,1 Story,1248,2,,49,Ranch,,252,1,,Single,,1600,,
0030052,1,7,2003,2437.00,Good,1,3,23,3.50,Conc 8in,11,2,Average,2 Story,1400,,1,18,Two Story,,1130,1,,Single,,,,
003005201,1,8,2001,1816.00,Good,1,3,25,4.00,Conc 8in,11,3,Avg/Good,2 Story,1004,,,16,Contemp,3,322,1,,Single,1004,,,
003005202,1,7,1999,2331.00,Average,1,3,27,3.75,Conc 8in,8,2,Avg/Good,1.5 Fin,936,,,17,Contemp,4,461,1,,Single,498,,,
003005203,1,5,1990,1950.00,Good,1,3,36,4.00,Conc 8in,8,2,Avg/Good,1.5 Fin,832,,,20,1.5 Sty,1,518,1,,Single,,,,
003005204,1,6,1997,1636.00,Average,1,3,29,4.00,Conc 8in,8,2,Average,2 Story,768,,,21,CapeCod,4,96,1,,Single,612,,,
003005205,1,5,2013,1288.00,Average,1,3,13,3.00,No Data,9,2,Average,1 Story,,,,13,Log,,96,1,,Single,,,,
003005206,1,7,2001,2064.00,Good,1,2,25,3.00,Conc 8in,11,2,Fair,1.5 Fin,1456,1,1,30,Modular,,794,1,,Single,,,,
003005210,1,5,2011,1960.00,Good,1,3,15,4.50,Conc 8in,8,2,Average,1.5 Fin,1050,1,,15,Contemp,,324,1,,Single,,,,
003005211,1,9,2002,2080.00,Good,1,4,24,4.00,Conc 8in,10,3,Average,2 Story,896,1,1,19,Colonial,3,1244,1,,Single,796,624,,
003005230,1,7,2004,2100.00,Good,1,2,22,3.25,Conc 8in,10,2,Average,1.5 Fin,1264,,,18,Saltbox,4,364,1,,Single,784,,,
003005240,1,5,2002,1096.00,Good,1,3,24,3.00,Conc 8in,10,2,Average,1.5 Fin,672,,1,19,CapeCod,4,444,1,,Single,572,,,
003005250,1,3,2001,808.00,Average,1,2,25,2.75,No Data,5,1,Fair,1.5 Fin,,,,30,CapeCod,,72,1,,Single,,,,
0030053,1,3,1800,1280.00,Below Avg,1,1,80,3.00,No Data,5,1,Poor,1.5 Fin,,,,80,CapeCod,,,1,,Camp,,,,
0030054,1,3,1990,585.00,Below Avg,,1,,1.00,No Data,,,Salvage,1 Story,,,,85,Camp,,,1,,Camp,,,,
0030055,1,8,1800,1701.00,Average,1,4,80,3.25,Blk 8in,8,2,Poor,1.5 Fin,690,,,66,CapeCod,1,224,1,,Single,,177,,
0030056,1,6,1966,1433.00,Average,1,4,60,3.25,Conc 8in,8,2,Avg/Good,1.5 Fin,992,1,,28,CapeCod,1,992,1,,Single,,,,
0030057,1,6,1831,1512.00,Average,1,4,90,3.25,Stone,7,1,Average,1.5 Fin,900,1,1,51,CapeCod,1,229,1,,Single,,342,,
0030058,1,5,2021,2106.00,Good,1,2,5,3.25,Conc 8in,5,1,Average,1.5 Fin,1120,1,,5,1.5 Sty,,,1,,Single,,,,
0030059,1,7,1994,1768.00,Average,1,3,32,3.50,Conc 8in,12,3,Avg/Good,1.5 Fin,1160,1,,18,Log,4,384,1,,Single,962,,,
003006,1,3,1996,600.00,Average,,2,30,3.00,No Data,1,,Fair/Avg,1 Story,,,,34,Camp,,,1,,Camp,,,,
0030061,1,7,1990,1404.00,Average,2,3,36,3.25,Blk 8in,7,1,Avg/Good,1.5 Fin,616,,1,20,1.5 Sty,1,552,1,,Single,,,,
0030062,1,5,1967,1472.00,Average,1,2,59,3.00,Conc 8in,8,2,Avg/Good,1.5 Fin,960,1,,28,Log,2,480,1,,Single,960,,,
003006201,1,5,1987,1248.00,Average,1,3,39,2.50,Conc 8in,8,2,Average,1 Story,1248,,,25,Ranch,1,285,1,,Single,,832,,
003006202,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
003006203,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0030063,1,5,1979,1620.00,Average,1,3,47,2.75,No Data,5,1,Average,1.5 Fin,,,,29,CapeCod,,120,1,,Single,,,,
0030064,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0030065,1,3,2012,960.00,Average,1,2,14,3.00,No Data,5,1,Average,1 Story,,,,17,Camp,,,1,,Camp,,,,
0030066,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
003006601,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0030067,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0030068,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0040001,1,8,1800,2772.00,Average,3,5,60,4.00,Conc 8in,18,4,Good,1.5 Fin,1076,1,,24,1.5 Sty,1,184,3,,Single,,,,
0040002,1,11,1857,2415.00,Average,1,4,60,4.00,Blk 8in,10,2,Avg/Good,1.5 Fin,764,,1,28,1.5 Sty,1,762,1,,Single,,1006,,
004000201,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0040003,1,4,1963,676.00,Average,1,3,60,3.25,Conc 8in,8,2,Avg/Good,1 Story,676,1,,28,Chalet,4,144,1,,Single,541,,,
0040004,1,4,1963,676.00,Average,1,2,60,3.25,Conc 8in,8,2,Good,1 Story,676,,,24,Chalet,4,144,1,,Single,541,,,
0040005,1,4,1963,728.00,Average,1,3,60,3.25,Conc 8in,8,2,Good,1 Story,728,,,24,Chalet,4,236,1,,Single,704,,,
0040006,1,3,1963,676.00,Average,1,3,60,3.25,Conc 8in,8,2,Fair/Avg,1 Story,676,,,43,Chalet,4,141,1,,Single,532,,,
0040007,1,5,1963,678.00,Average,1,3,60,3.25,Conc 8in,8,2,Average,1 Story,676,,,35,Chalet,4,560,1,,Single,516,,,
0040008,1,6,1973,1672.00,Average,1,3,53,4.00,No Data,8,2,Avg/Good,1.5 Fin,,,,26,CapeCod,,,1,,Single,,,,
0040009,1,8,1967,1022.00,Good,1,5,40,4.00,Conc 8in,8,2,Good,1.5 Fin,600,,,17,Contemp,4,407,1,,Single,600,,,
004001,1,6,1973,1808.00,Average,1,3,40,4.25,No Data,8,2,Good,1.5 Fin,,1,,17,Contemp,,1096,1,,Single,,,,
0040011,1,7,1875,2304.00,Average,1,4,70,3.50,Conc 8in,8,2,Good,1.5 Fin,960,,,28,1.5 Sty,1,356,1,,Single,,,,
0040011,2,4,2019,1202.00,Good,1,1,7,4.00,Conc 8in,5,1,Average,1 Story,400,,,7,One Story,,200,1,,Single,,,,
0040012,1,11,1856,2516.00,Average,1,6,60,4.25,Stone,13,3,Good,1.5 Fin,520,,,24,1.5 Sty,1,222,2,,Single,,,,
0040013,1,5,1951,1320.00,Average,1,3,60,3.25,Conc 8in,5,1,Average,1.5 Fin,704,1,,35,1.5 Sty,1,216,1,,Single,,,,
0040014,1,10,1870,2485.00,Average,1,4,60,4.25,Conc 8in,13,3,Good,1.5 Fin,860,1,1,24,1.5 Sty,4,493,1,,Single,556,,,
004001501,1,,,,No Data,,,,,No Data,,,No Data,No Data,,,,,No Data,,246,,,No Data,,936,,
0040016,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0040021,1,5,1889,1349.00,No Data,,2,,5.00,No Data,9,1,Good,No Data,882,,2,,No Data,3,363,,5,No Data,400,,,
004002101,1,4,1889,966.00,No Data,,2,,5.00,No Data,5,1,Average,No Data,483,,,,No Data,1,288,,5,No Data,,,,
0040022,1,7,1850,1710.00,Average,1,2,60,4.00,Conc 8in,8,1,Good,1.5 Fin,1006,1,1,24,1.5 Sty,1,550,1,,Single,,,,
0040023,1,5,1880,2634.00,Average,1,4,50,4.00,Conc 8in,11,2,Good,1.5 Fin,1468,1,1,20,1.5 Sty,,,1,,Single,,,,
004002304,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0040024,1,6,1890,1636.00,Average,1,3,70,3.25,No Data,8,2,Average,1.5 Fin,,,,40,1.5 Sty,,288,1,,Single,,,,
0040025,1,6,1850,1806.00,Average,1,3,70,3.50,Blk 8in,10,2,Avg/Good,1.5 Fin,428,1,1,32,1.5 Sty,1,316,1,,Single,,,,
0040026,1,6,2002,2492.00,Good,1,4,24,4.00,Conc 8in,14,3,Average,1.5 Fin,800,1,1,19,Two Story,4,479,1,,Single,572,,,
0040029,1,5,1978,1132.00,Average,1,3,48,3.00,Conc 8in,8,2,Fair/Avg,Split,1110,1,,36,SpLevel,4,135,1,,Single,1000,,,
0040031,1,6,1905,2880.00,Average,2,4,60,4.00,Conc 8in,13,3,Good,1.5 Fin,480,,,24,1.5 Sty,,447,1,,Single,,288,,
0040032,1,,,3232.00,No Data,4,5,,3.50,Stone,18,4,Salvage,2 Story,1064,,,40,AptHse,1,,4,,Single,,,,
004003301,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
00400331,1,,,988.00,No Data,,,,,No Data,,,No Data,No Data,4950,,,,No Data,,,,,No Data,,,,
0040034,1,10,1850,2152.00,Average,1,6,80,3.50,Blk 8in,10,2,Average,1.5 Fin,1244,,1,45,1.5 Sty,6,318,1,,Single,1244,,,
0040034,2,10,1900,1904.00,Average,1,4,70,2.50,Blk 8in,8,2,Fair,1.5 Fin,672,,,54,1.5 Sty,6,,,,Single,672,,,
0040035,1,8,1860,2224.00,Average,1,3,70,4.00,Stone,8,2,Good,1.5 Fin,616,,,28,1.5 Sty,1,249,1,,Single,,,,
0040035,2,4,1960,4640.00,Average,,1,60,3.50,Conc 8in,5,1,Avg/Good,1.5 Fin,672,,,28,Colonial,2,665,1,10,Single,672,,,
004003600,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0040037,1,6,1990,2108.00,Good,1,3,36,4.50,Conc 8in,13,3,Good,1.5 Fin,1274,,,16,CapeCod,4,714,1,,Single,660,528,,
0040038,1,4,1948,2100.00,Good,1,3,50,4.00,Blk 8in,11,3,Good,1.5 Fin,576,,,20,CapeCod,1,336,1,,Single,,,,
0040039,1,7,1855,2138.00,Average,1,4,70,3.50,Conc 8in,11,3,Good,1.5 Fin,822,,,28,1.5 Sty,1,56,1,,Single,,,,
0040041,1,13,1890,2348.00,Average,1,5,70,3.50,Stone,12,3,Avg/Good,2 Story,704,,,32,Colonial,,288,1,,Single,,,,
00400411,1,,,,No Data,,,,,No Data,,,No Data | Sketch not available.,No Data,,,,,No Data,,,,,No Data,,,,
0040042,1,8,1865,1715.00,Average,1,3,70,3.50,Stone,7,1,Fair/Avg,1.5 Fin,689,,1,47,1.5 Sty,2,448,1,,Single,420,432,,
0040043,1,5,1890,1629.00,Average,2,2,70,3.75,Blk 8in,8,2,Avg/Good,1.5 Fin,729,,,32,1.5 Sty,6,611,1,,Single,,,,
0040044,1,6,1850,2332.00,Average,1,3,60,4.00,Blk 8in,10,2,Good,1.5 Fin,1058,,1,24,1.5 Sty,6,232,1,,Single,,,,
0040047,1,8,1965,880.00,Average,1,4,60,3.00,Conc 8in,5,1,Average,BiLev (SF),816,,,35,BiLevel,4,368,1,,Single,720,288,,
0040048,1,9,1850,2247.00,Average,1,6,70,4.00,Conc 8in,10,2,Good,2.5 Fin,936,1,1,28,Colonial,1,649,1,,Single,,,,
0040049,1,7,1850,2064.00,Average,1,2,70,4.00,Conc 8in,11,2,Avg/Good,1.5 Fin,748,,1,32,1.5 Sty,1,511,2,,Single,,,,
004005,1,9,1830,2028.00,Average,1,3,80,3.50,Conc 8in,8,2,Fair/Avg,1.5 Fin,1528,1,,52,1.5 Sty,1,148,1,,Single,,,,
0040051,1,6,1900,1610.00,Good,1,3,50,4.00,Stone,8,2,Good,1.5 Fin,399,,,20,1.5 Sty,6,144,1,,Single,,,,
004005101,1,5,1996,2257.00,Good,1,2,30,4.00,Conc 8in,8,2,Avg/Good,1.5 Fin,1572,,,18,1.5 Sty,2,691,1,,Single,800,,,
0040052,1,5,1863,1664.00,Average,1,2,80,3.25,Stone,7,1,Average,2 Story,256,,1,45,CapeCod,1,112,1,,Single,,,,
0040053,1,8,1932,1800.00,Average,1,4,60,4.00,Conc 8in,8,2,Good,1.5 Fin,448,,,24,1.5 Sty,,462,1,,Single,,,,
004005302,1,4,1999,408.00,Average,1,2,27,2.50,No Data,5,1,Fair/Avg,1 Story,,,,37,MobileHome,,96,1,,Mobile,,,,
0040054,1,6,1993,1120.00,Good,1,2,33,3.25,Conc 8in,5,1,Avg/Good,1 Story,1120,1,,19,Ranch,4,342,1,,Single,1066,320,,
0040055,1,6,1959,1320.00,Average,1,3,67,2.00,No Data,5,1,Poor,1 Story,,,,85,Camp,,104,1,,Camp,,,,
0040056,1,4,1964,720.00,Average,1,2,60,2.75,Blk 6in,5,1,Fair/Avg,1 Story,720,,,43,Ranch,1,120,1,,Single,,,,
0050001,1,6,1900,2662.00,Average,1,2,70,3.25,Blk 8in,12,2,Average,2 Story,988,,2,40,ResComm,4,130,1,,Single,752,,,
0050003,1,6,1961,1340.00,Good,1,3,55,4.00,Blk 8in,8,2,Good,1 Story,1012,1,,22,Contemp,1,576,1,,Single,,,,
0050004,1,5,1962,1187.00,Average,1,3,60,4.00,Blk 8in,8,2,Good,1 Story,1104,1,,24,Ranch,4,725,1,,Single,883,992,,
0050004,2,2,2000,436.00,Average,1,1,26,4.00,No Data,4,1,Avg/Good,1.5 Fin,,,,20,Camp,,419,1,,Camp,,,,
0050008,1,8,1850,2140.00,Average,1,6,70,3.50,Blk 8in,11,3,Avg/Good,2 Story,1352,1,,32,1.5 Sty,3,152,1,,Single,532,,,
005000801,1,9,1985,1398.00,Average,1,3,41,3.25,Conc 8in,5,2,Avg/Good,1 Story,1398,,,21,Contemp,5,451,2,,Single,1028,480,,
005000802,1,8,1996,2304.00,Average,1,6,30,3.00,Conc 8in,10,2,Average,2 Story,1536,,1,21,Two Story,4,168,1,5,Single,1536,768,,
005000803,1,6,2022,2016.00,Good,1,3,4,3.25,Conc 8in,12,3,Average,2 Story,1008,,,4,Two Story,,,1,,Single,,,,
0050009,1,6,1972,1280.00,Average,1,3,54,3.50,Conc 8in,7,2,Avg/Good,1.5 Fin,768,1,1,26,1.5 Sty,5,60,2,,Single,768,,,
005001001,1,5,2002,1542.00,Good,1,3,24,3.25,Conc 8in,11,3,Average,1.5 Fin,936,,,19,CapeCod,4,298,1,,Single,876,528,,
